recall_segment,story_segment,mi
He’s a dick.,"So I give him a moment, and then I say, “Dean McGowan, would you care to comment on this latest attack?” And the Dean says, “Yes, I would care to comment.",0
He’s a dick.,"Fuck you.” So I race back to the newsroom with my scoop and I find the editor, Jim Dwyer, who’s a senior, and he will go on to win a Pulitzer Prize, that is true, and he’s a big guy.",0
He’s a dick.,"I pitch him my story, I tell him what I’ve seen, and he says, “Dean McGowan, that guy’s a dick.",20
He’s a dick.,"Write it up.” So I’m banging out my story and I know it’s good, and then I start to make it better, by adding an element of embellishment.",0
He’s a dick.,Reporters call this “making shit up.” And they recommend against crossing that line.,0
He’s a dick.,"But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
He’s a dick.,So the first I did was I gave the figure a name.,0
He’s a dick.,"I called him “Pie Man,” capital “P,” capital “M.” And I described him as a cape-wearing, masked avenger.",0
He’s a dick.,Though in fact he’d been capeless.,0
He’s a dick.,"And said that as he fled the scene, he clicked his heels in rakish glee.",0
He’s a dick.,And I gave him a catchphrase in Latin.,0
He’s a dick.,"I said that he cried out, “Ego sum non an bestia,” which means “I am not an animal.” Which makes no sense.",0
He’s a dick.,I needed something.,0
He’s a dick.,"I’m Catholic, Latin just comes to me.",0
He’s a dick.,"So I finish my story and I hand it to Dwyer, and he reads and he says, “Pie Man?",0
He’s a dick.,I love it.,0
He’s a dick.,Page one.” And that’s how the first line got crossed.,0
He’s a dick.,"A few days later, I get a letter.",0
He’s a dick.,"It says, “Dear Jim, good story.",0
He’s a dick.,Nice details.,0
He’s a dick.,"If you want to see me again in action, be on the steps of Duane Library Tuesday at 3 o’clock,” signed Pie Man.",0
He’s a dick.,So I was there with a photographer from the Ram.,0
He’s a dick.,"And sure enough, out comes Sheila Beale, student-body president.",0
He’s a dick.,And now Sheila was different from me and all the other Fordham students who wore flannel shirts and worked part-time jobs.,0
He’s a dick.,Sheila was well-bred.,0
He’s a dick.,Sheila had school spirit.,0
He’s a dick.,Sheila was the kind of student that Dean McGown wanted more of.,0
He’s a dick.,Although rumor had it that he got plenty of her in his office on his desk.,0
He’s a dick.,"But that’s just a rumor, please do not spread it outside this rumor.",0
He’s a dick.,I myself would never say that.,0
He’s a dick.,"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
He’s a dick.,The infamous “no more beer at barbecues” rule.,0
He’s a dick.,"That’s right, boo that rule.",0
He’s a dick.,Sheila thought drinking in public was in poor taste.,0
He’s a dick.,I think you know what happened next.,0
He’s a dick.,"Pie Man emerged from behind the late-night library drop-box, made his delivery, and fled away, crying, “Ego sum non an bestia.” Or at least that’s what it said in my story in the newspaper the next day, which ran with a photo of him leaving the scene, cape flowing behind him, doing this.",0
He’s a dick.,And that’s what made him a sensation on campus.,0
He’s a dick.,People started dressing like him and quoting him in class.,0
He’s a dick.,"The Ram ran five major stories about Pie Man, all of them by me.",0
He’s a dick.,"And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0
He’s a dick.,And now Angela and I had been flirting for two months.,0
He’s a dick.,"Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0
He’s a dick.,"So I, I saw her there and made a mental note to do nothing about it.",0
He’s a dick.,And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
He’s a dick.,And it was her.,0
He’s a dick.,"And she said, “Jim, we were just talking about how you always seem to know when and where Pie Man will strike.",0
He’s a dick.,"And we were wondering, are you Pie Man?” And I knew by the way she said it, I knew that if I said yes, she would have sex with me.",0
He’s a dick.,And wasn’t I really Pie Man?,0
He’s a dick.,For having brought him into being.,0
He’s a dick.,Didn’t she only know about him through me?,0
He’s a dick.,But she had asked me a straightforward question that came with a straightforward answer.,0
He’s a dick.,"In fact, I wasn’t Pie Man.",0
He’s a dick.,"As far as I knew, I had never seen the guy out of costume.",0
He’s a dick.,"So I looked at her and I said, “Yes, Angela.",0
He’s a dick.,"I am Pie Man.” And she said, “Oh, good.",0
He’s a dick.,Now buy me a beer and tell me all about it.”,0
"Write the paper.” So, the guy telling the story proceeds to write the story of how the dean got pied in the face, and - he's writing the story about how the dean got pied in the face and he started to embellish because he thought that the story would be better and sell better, but he said that journalists just call that making shit up, and that you shouldn’t do that.","I began my illustrious career in journalism in the Bronx where I toiled as a hard-boiled reporter for the Ram, the student newspaper at Fordham University.",0
"Write the paper.” So, the guy telling the story proceeds to write the story of how the dean got pied in the face, and - he's writing the story about how the dean got pied in the face and he started to embellish because he thought that the story would be better and sell better, but he said that journalists just call that making shit up, and that you shouldn’t do that.","And one day I’m walking toward the campus center and out comes the elusive Dean McGowan, architect of a policy to replace Fordham’s traditionally working- to middle-class students with wealthier, more prestigious ones.",0
