recall_segment,story_segment,quality_score,summary
"Then cream is dripping off his face and the guy is like, ""Oh, what do you just think about this attack?""","And one day I'm walking toward the campus center and out comes the elusive Dean McGowan, architect of a policy to replace Fordham's traditionally working- to middle-class students with wealthier, more prestigious ones.",0,
"Then cream is dripping off his face and the guy is like, ""Oh, what do you just think about this attack?""","So I whip out my notebook and I go up to him and I say, ""Dean McGowan, is it true that Fordham University plans to raise tuition substantially above the inflation rate, and if so, wouldn't that be a betrayal of its mission?""",0,
"Then cream is dripping off his face and the guy is like, ""Oh, what do you just think about this attack?""","And he stops and looks at me and he says, ""Listen up, punk.""",0,
"Then cream is dripping off his face and the guy is like, ""Oh, what do you just think about this attack?""","And right then, there's a blur in the corner of my eye which becomes this figure holding a cream pie which becomes the guy standing next to me mashing a cream pie into Dean McGowan's face.",0,
"Then cream is dripping off his face and the guy is like, ""Oh, what do you just think about this attack?""",And then runs away.,0,
"Then cream is dripping off his face and the guy is like, ""Oh, what do you just think about this attack?""",And the Dean is covered with cream.,8,
"Then cream is dripping off his face and the guy is like, ""Oh, what do you just think about this attack?""","So I give him a moment, and then I say, ""Dean McGowan, would you care to comment on this latest attack?""",8,again the verbatim issue
"Then cream is dripping off his face and the guy is like, ""Oh, what do you just think about this attack?""","And the Dean says, ""Yes, I would care to comment. Fuck you.""",0,
"Then cream is dripping off his face and the guy is like, ""Oh, what do you just think about this attack?""","So I race back to the newsroom with my scoop and I find the editor, Jim Dwyer, who's a senior, and he will go on to win a Pulitzer Prize, that is true, and he's a big guy.",0,
"Then cream is dripping off his face and the guy is like, ""Oh, what do you just think about this attack?""","I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",0,
"Then cream is dripping off his face and the guy is like, ""Oh, what do you just think about this attack?""","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0,
"Then cream is dripping off his face and the guy is like, ""Oh, what do you just think about this attack?""","Reporters call this ""making shit up.""",0,
"Then cream is dripping off his face and the guy is like, ""Oh, what do you just think about this attack?""",And they recommend against crossing that line.,0,
"Then cream is dripping off his face and the guy is like, ""Oh, what do you just think about this attack?""","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0,
"Then cream is dripping off his face and the guy is like, ""Oh, what do you just think about this attack?""",So the first I did was I gave the figure a name.,0,
"Then cream is dripping off his face and the guy is like, ""Oh, what do you just think about this attack?""","I called him ""Pie Man,"" capital ""P,"" capital ""M."" And I described him as a cape-wearing, masked avenger.",0,
"Then cream is dripping off his face and the guy is like, ""Oh, what do you just think about this attack?""",Though in fact he'd been capeless.,0,
"Then cream is dripping off his face and the guy is like, ""Oh, what do you just think about this attack?""","And said that as he fled the scene, he clicked his heels in rakish glee.",0,
"Then cream is dripping off his face and the guy is like, ""Oh, what do you just think about this attack?""",And I gave him a catchphrase in Latin.,0,
"Then cream is dripping off his face and the guy is like, ""Oh, what do you just think about this attack?""","I said that he cried out, ""Ego sum non an bestia,"" which means ""I am not an animal.""",0,
"Then cream is dripping off his face and the guy is like, ""Oh, what do you just think about this attack?""",Which makes no sense.,0,
