recall_segment,story_segment,quality_score,summary
"So, he runs back to the editing room and finds the chief editor, who would later go on to win a Pulitzer Prize, and that editor is like, ""Yeah, fuck the dean. He's a dick. Write the paper.""","I began my illustrious career in journalism in the Bronx where I toiled as a hard-boiled reporter for the Ram, the student newspaper at Fordham University.",,
"So, he runs back to the editing room and finds the chief editor, who would later go on to win a Pulitzer Prize, and that editor is like, ""Yeah, fuck the dean. He's a dick. Write the paper.""","And one day I'm walking toward the campus center and out comes the elusive Dean McGowan, architect of a policy to replace Fordham's traditionally working- to middle-class students with wealthier, more prestigious ones.",,
"So, he runs back to the editing room and finds the chief editor, who would later go on to win a Pulitzer Prize, and that editor is like, ""Yeah, fuck the dean. He's a dick. Write the paper.""","So I whip out my notebook and I go up to him and I say, ""Dean McGowan, is it true that Fordham University plans to raise tuition substantially above the inflation rate, and if so, wouldn't that be a betrayal of its mission?""",,
"So, he runs back to the editing room and finds the chief editor, who would later go on to win a Pulitzer Prize, and that editor is like, ""Yeah, fuck the dean. He's a dick. Write the paper.""","And he stops and looks at me and he says, ""Listen up, punk.""",,
"So, he runs back to the editing room and finds the chief editor, who would later go on to win a Pulitzer Prize, and that editor is like, ""Yeah, fuck the dean. He's a dick. Write the paper.""","And right then, there's a blur in the corner of my eye which becomes this figure holding a cream pie which becomes the guy standing next to me mashing a cream pie into Dean McGowan's face.",,
"So, he runs back to the editing room and finds the chief editor, who would later go on to win a Pulitzer Prize, and that editor is like, ""Yeah, fuck the dean. He's a dick. Write the paper.""",And then runs away.,,
"So, he runs back to the editing room and finds the chief editor, who would later go on to win a Pulitzer Prize, and that editor is like, ""Yeah, fuck the dean. He's a dick. Write the paper.""",And the Dean is covered with cream.,,
"So, he runs back to the editing room and finds the chief editor, who would later go on to win a Pulitzer Prize, and that editor is like, ""Yeah, fuck the dean. He's a dick. Write the paper.""","So I give him a moment, and then I say, ""Dean McGowan, would you care to comment on this latest attack?""",,
"So, he runs back to the editing room and finds the chief editor, who would later go on to win a Pulitzer Prize, and that editor is like, ""Yeah, fuck the dean. He's a dick. Write the paper.""","And the Dean says, ""Yes, I would care to comment. Fuck you.""",,
"So, he runs back to the editing room and finds the chief editor, who would later go on to win a Pulitzer Prize, and that editor is like, ""Yeah, fuck the dean. He's a dick. Write the paper.""","So I race back to the newsroom with my scoop and I find the editor, Jim Dwyer, who's a senior, and he will go on to win a Pulitzer Prize, that is true, and he's a big guy.",,
"So, he runs back to the editing room and finds the chief editor, who would later go on to win a Pulitzer Prize, and that editor is like, ""Yeah, fuck the dean. He's a dick. Write the paper.""","I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",,
"So, he runs back to the editing room and finds the chief editor, who would later go on to win a Pulitzer Prize, and that editor is like, ""Yeah, fuck the dean. He's a dick. Write the paper.""","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",,
"So, he runs back to the editing room and finds the chief editor, who would later go on to win a Pulitzer Prize, and that editor is like, ""Yeah, fuck the dean. He's a dick. Write the paper.""","Reporters call this ""making shit up.""",,
"So, he runs back to the editing room and finds the chief editor, who would later go on to win a Pulitzer Prize, and that editor is like, ""Yeah, fuck the dean. He's a dick. Write the paper.""",And they recommend against crossing that line.,,
"So, he runs back to the editing room and finds the chief editor, who would later go on to win a Pulitzer Prize, and that editor is like, ""Yeah, fuck the dean. He's a dick. Write the paper.""","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",,
"So, he runs back to the editing room and finds the chief editor, who would later go on to win a Pulitzer Prize, and that editor is like, ""Yeah, fuck the dean. He's a dick. Write the paper.""",So the first I did was I gave the figure a name.,,
"So, he runs back to the editing room and finds the chief editor, who would later go on to win a Pulitzer Prize, and that editor is like, ""Yeah, fuck the dean. He's a dick. Write the paper.""","I called him ""Pie Man,"" capital ""P,"" capital ""M."" And I described him as a cape-wearing, masked avenger.",,
"So, he runs back to the editing room and finds the chief editor, who would later go on to win a Pulitzer Prize, and that editor is like, ""Yeah, fuck the dean. He's a dick. Write the paper.""",Though in fact he'd been capeless.,,
"So, he runs back to the editing room and finds the chief editor, who would later go on to win a Pulitzer Prize, and that editor is like, ""Yeah, fuck the dean. He's a dick. Write the paper.""","And said that as he fled the scene, he clicked his heels in rakish glee.",,
"So, he runs back to the editing room and finds the chief editor, who would later go on to win a Pulitzer Prize, and that editor is like, ""Yeah, fuck the dean. He's a dick. Write the paper.""",And I gave him a catchphrase in Latin.,,
"So, he runs back to the editing room and finds the chief editor, who would later go on to win a Pulitzer Prize, and that editor is like, ""Yeah, fuck the dean. He's a dick. Write the paper.""","I said that he cried out, ""Ego sum non an bestia,"" which means ""I am not an animal.""",,
"So, he runs back to the editing room and finds the chief editor, who would later go on to win a Pulitzer Prize, and that editor is like, ""Yeah, fuck the dean. He's a dick. Write the paper.""",Which makes no sense.,,
